controller,scenario,seed,RMSE,MAE,IAE,ISE,max_abs_error,overshoot_percent,settling_time_s,recovery_time_s,fault_interval_RMSE,fault_interval_IAE,fault_interval_ISE,fault_interval_peak_error,control_effort_sum_u2,control_variation_sum_du2,constraint_violations,voltage_violations,rate_violations,nonfinite_events,optimizer_failures,average_solve_ms,p95_solve_ms,max_solve_ms,mean_iterations,mean_objective_evaluations,tail_oscillation,sensor_substitution_rate,substitution_fraction,recovery_events,false_recovery_events,sensor_recovery_latency_s,medium_mode_fraction,high_mode_fraction,safety_events,study,horizon,control_horizon,warm_start,strategy,move_blocks,max_iterations,component,calls,own_ms,cumulative_ms
B_plain_MPC,nominal_tracking,12026.0,10.811093855587577,4.489026602592475,26.803972077904714,696.3222984188017,35.0628669715951,8.889754885851481,1.57,1.57,10.811093855587577,26.803972077904714,696.3222984188017,35.0628669715951,6214.635807884521,149.72814903819935,0.0,0.0,0.0,0.0,0.0,82.77726280988841,144.02759999939008,188.30270000034943,2.3636363636363638,2.9173553719008263,0.22901812917067588,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,final_runtime,,,,,,,,,,
C_sensor_MPC,nominal_tracking,12026.0,10.811093855587577,4.489026602592475,26.803972077904714,696.3222984188017,35.0628669715951,8.889754885851481,1.57,1.57,10.811093855587577,26.803972077904714,696.3222984188017,35.0628669715951,6214.635807884521,149.72814903819935,0.0,0.0,0.0,0.0,0.0,80.56924297539989,145.58840000245254,155.90620000148192,2.3636363636363638,2.9173553719008263,0.22901812917067588,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,final_runtime,,,,,,,,,,
D_adaptive,nominal_tracking,12026.0,10.837582114914374,4.606112313547761,27.507673571603316,699.7686476912485,35.0628669715951,12.667609701280043,1.69,1.69,10.837582114914374,27.507673571603316,699.7686476912485,35.0628669715951,6296.767894148452,145.39565367570637,0.0,0.0,0.0,0.0,0.0,85.33468429743137,152.9623999958858,182.17860000004293,2.2148760330578514,2.8016528925619837,0.2204457808195528,0.0,0.0,0.0,0.0,,0.02329450915141431,0.011647254575707155,0.0,final_runtime,,,,,,,,,,
B_plain_MPC,step_reference,12026.0,7.055396496426161,3.7763340691885294,22.59558049324045,297.16949751445816,20.062866971588775,3.7917498190173937,0.71,0.71,7.055396496426161,22.59558049324045,297.16949751445816,20.062866971588775,7247.8598755345265,195.0903476740816,0.0,0.0,0.0,0.0,0.0,82.87987272703225,149.38850000180537,223.01359999983106,2.1818181818181817,2.677685950413223,0.5450712786362715,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,final_runtime,,,,,,,,,,
C_sensor_MPC,step_reference,12026.0,7.055364736525674,3.776263357390654,22.59499562164222,297.1667870046181,20.062866971588775,3.7917498190173937,0.71,0.71,7.055364736525674,22.59499562164222,297.1667870046181,20.062866971588775,7248.628116952299,193.05818479048375,0.0,0.0,0.0,0.0,0.0,86.2849950410973,184.02139999670908,241.0922999988543,2.206611570247934,2.669421487603306,0.5205169601405331,0.0016638935108153079,0.0016638935108153079,0.0,0.0,,0.0,0.0,0.0,final_runtime,,,,,,,,,,
D_adaptive,step_reference,12026.0,7.055432001459283,3.779065933833606,22.612015616799663,297.17250974658657,20.062866971588775,3.7917498190173937,0.71,0.71,7.055432001459283,22.612015616799663,297.17250974658657,20.062866971588775,7249.836773531455,191.07356488462463,0.0,0.0,0.0,0.0,0.0,107.08546280980684,174.40239999996265,225.9249999988242,2.1983471074380163,2.6859504132231407,0.5783030233503297,0.0016638935108153079,0.0016638935108153079,0.0,0.0,,0.12479201331114809,0.0,0.0,final_runtime,,,,,,,,,,
B_plain_MPC,changing_reference,12026.0,7.2389812112387135,4.285016449797138,25.652171127977365,312.94100137532894,20.06286697158965,37.521543557519074,0.7599999999999998,0.7599999999999998,7.2389812112387135,25.652171127977365,312.94100137532894,20.06286697158965,6664.196336765178,223.32509449287772,0.0,0.0,0.0,0.0,0.0,93.96898429745795,191.55710000632098,222.32939999958035,1.9504132231404958,2.28099173553719,1.9156323564989037,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,final_runtime,,,,,,,,,,
C_sensor_MPC,changing_reference,12026.0,7.2389812112387135,4.285016449797138,25.652171127977365,312.94100137532894,20.06286697158965,37.521543557519074,0.7599999999999998,0.7599999999999998,7.2389812112387135,25.652171127977365,312.94100137532894,20.06286697158965,6664.196336765178,223.32509449287772,0.0,0.0,0.0,0.0,0.0,78.18536859494922,148.67560000129743,249.04919999971753,1.9504132231404958,2.28099173553719,1.9156323564989037,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,final_runtime,,,,,,,,,,
D_adaptive,changing_reference,12026.0,7.2389812112387135,4.285016449797138,25.652171127977365,312.94100137532894,20.06286697158965,37.521543557519074,0.7599999999999998,0.7599999999999998,7.2389812112387135,25.652171127977365,312.94100137532894,20.06286697158965,6664.196336765178,223.32509449287772,0.0,0.0,0.0,0.0,0.0,75.82705041345773,147.6433999996516,209.52150000084657,1.9504132231404958,2.28099173553719,1.9156323564989037,0.0,0.0,0.0,0.0,,0.026622296173044926,0.009983361064891847,0.0,final_runtime,,,,,,,,,,
B_plain_MPC,load_disturbance,12026.0,10.826864480866758,4.859301123624462,29.025916170802923,698.3707497982351,35.062866971600016,8.42791640264697,1.56,0.0,0.8456872826763443,2.401425477501377,2.1502624746723997,1.6566231239282558,8475.051072018845,163.1941243725058,0.0,0.0,0.0,0.0,0.0,88.64218016549049,150.1131000040914,162.6269999978831,2.2975206611570247,2.8181818181818183,0.285265988202994,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,final_runtime,,,,,,,,,,
C_sensor_MPC,load_disturbance,12026.0,10.826864480866758,4.859301123624462,29.025916170802923,698.3707497982351,35.062866971600016,8.42791640264697,1.56,0.0,0.8456872826763443,2.401425477501377,2.1502624746723997,1.6566231239282558,8475.051072018845,163.1941243725058,0.0,0.0,0.0,0.0,0.0,91.47363057842792,146.23690000007628,181.22030000085942,2.2975206611570247,2.8181818181818183,0.285265988202994,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,final_runtime,,,,,,,,,,
D_adaptive,load_disturbance,12026.0,10.87052372653877,5.016774286897331,29.97223272076582,704.0638350515625,35.062866971600016,14.355993693208566,1.74,0.0,0.8577536754741727,2.4135957011376714,2.2118464982803587,1.7125277377210537,8547.056874746273,145.5144044796826,0.0,0.0,0.0,0.0,0.0,84.56898925653736,132.7383000025293,164.35819999605883,2.239669421487603,2.743801652892562,0.252122031050277,0.0,0.0,0.0,0.0,,0.10316139767054909,0.018302828618968387,0.0,final_runtime,,,,,,,,,,
B_plain_MPC,sensor_noise,12026.0,10.836965423721374,4.815182467868532,28.7638041633856,699.6882766098694,35.062866971589905,8.077458278762565,1.55,0.0,1.3860865094296602,2.278627754864199,3.8380754103176873,2.8212660206992553,6500.161454084628,238.9623608294189,0.0,0.0,0.0,0.0,0.0,82.14681404921772,143.5286999985692,152.58539999922505,2.2479338842975207,2.644628099173554,0.3392236276485434,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,final_runtime,,,,,,,,,,
C_sensor_MPC,sensor_noise,12026.0,10.811484291826561,4.640144155948735,27.71020416473331,696.3721869363046,35.062866971589905,8.077458278762565,1.55,0.0,0.3691629348071578,0.6804679377370411,0.2716634075019313,0.6310190737869092,6112.632069023623,91.14177584034633,0.0,0.0,0.0,0.0,0.0,51.92660495892844,115.58250000234693,159.70750000269618,1.4462809917355373,1.7024793388429753,0.13457553796209254,0.6638935108153078,0.6638935108153078,0.0,0.0,,0.0,0.0,0.0,final_runtime,,,,,,,,,,
D_adaptive,sensor_noise,12026.0,10.887352206887224,5.049004768555192,30.168460281131072,706.2667488088911,35.062866971589905,14.940145539641085,1.75,0.0,1.3345784405452645,2.3368024602731827,3.552391153822543,2.7660488197392255,6559.917780840199,111.79931635700066,0.0,0.0,0.0,0.0,0.0,54.34326198330141,121.2526999952388,177.8764000046067,1.487603305785124,1.71900826446281,0.1439008545719247,0.6605657237936772,0.6605657237936772,0.0,0.0,,0.019966722129783693,0.018302828618968387,0.0,final_runtime,,,,,,,,,,
B_plain_MPC,bias_5,12026.0,10.9589322981083,5.518686746087852,32.99056661855243,715.6645586332645,35.06286697159359,10.357478135439127,1.62,0.16999999999999993,2.870203546489287,5.175154662695332,16.4241257861257,4.49671675507896,6623.136116415211,219.0294916456082,0.0,0.0,0.0,0.0,0.0,81.57935785129666,139.1552999994019,171.2444000004325,2.15702479338843,2.5454545454545454,0.5109207904587478,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,final_runtime,,,,,,,,,,
C_sensor_MPC,bias_5,12026.0,10.822360751445332,4.627938714582447,27.63732935405199,697.7866875812015,35.06286697159359,10.357478135439127,1.62,0.0,0.23795457848011653,0.3509041479456529,0.11096557638759631,0.629521289185881,6177.41187188057,84.31976606774586,0.0,0.0,0.0,0.0,0.0,49.079547107771944,114.2794999977923,143.51519999763696,1.3388429752066116,1.578512396694215,0.11457091487401527,0.6672212978369384,0.6672212978369384,0.0,0.0,,0.0,0.0,0.0,final_runtime,,,,,,,,,,
D_adaptive,bias_5,12026.0,10.833801212923227,4.702026940283456,28.08226274753099,699.2754681762683,35.06286697159359,11.59256251000126,1.6600000000000001,0.0,0.4375839519614183,0.5744419047385112,0.3762734656760182,1.198935414464323,6302.736986900309,99.73867378729277,0.0,0.0,0.0,0.0,0.0,54.818440495926716,119.64779999834718,154.08100000058766,1.462809917355372,1.7024793388429753,0.17837151126192197,0.6672212978369384,0.6672212978369384,0.0,0.0,,0.033277870216306155,0.0,0.0,final_runtime,,,,,,,,,,
B_plain_MPC,bias_15,12026.0,11.821280285714357,7.37025251064663,44.120025884142876,833.7284248862982,35.062866971588775,9.354896207856456,1.59,0.8500000000000005,7.484236796543491,12.983800638788168,111.63425159729061,10.465591182893878,6948.603696011084,260.16453844671906,0.0,0.0,0.0,0.0,0.0,69.72880082634039,135.38600000174483,162.1887000001152,1.9834710743801653,2.2231404958677685,2.2623439078888907,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,final_runtime,,,,,,,,,,
C_sensor_MPC,bias_15,12026.0,10.819557806593759,4.716671766844353,28.169802495018576,697.4214680565199,35.062866971588775,9.354896207856456,1.59,0.0,0.47641968821365216,0.8758646505762034,0.4531785280103459,0.9104997160412651,6153.791828235681,100.04488478742776,0.0,0.0,0.0,0.0,0.0,53.35486776901174,121.4311000003363,155.90009999868926,1.4958677685950412,1.743801652892562,0.1339538022915434,0.6688851913477537,0.6688851913477537,0.0,0.0,,0.0,0.0,0.0,final_runtime,,,,,,,,,,
D_adaptive,bias_15,12026.0,10.846162391373982,4.7965864975635695,28.650555579091222,700.8860796890094,35.062866971588775,12.359981740380245,2.1,0.0,0.6542023697419039,0.8726801678023174,0.8306031029247272,2.227721199417637,6337.376564440329,105.53561359771663,0.0,0.0,0.0,0.0,0.0,57.94945537208383,126.66190000163624,177.75690000416944,1.5289256198347108,1.7272727272727273,0.10776706863187968,0.6688851913477537,0.6688851913477537,0.0,0.0,,0.1281198003327787,0.0,0.0,final_runtime,,,,,,,,,,
B_plain_MPC,sensor_dropout,12026.0,27.70121795803273,23.52950459747971,141.02919346841492,4597.0298832627495,41.62583248763657,118.93094996467592,1.55,,21.309592493818165,37.01812315528158,902.6689632333344,33.24170691883967,15131.079806485528,72.62978196149317,0.0,0.0,0.0,0.0,0.0,39.53454628094169,76.2142000021413,152.40669999911916,1.1983471074380165,1.2479338842975207,2.521012235572755,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,final_runtime,,,,,,,,,,
C_sensor_MPC,sensor_dropout,12026.0,10.815349367904577,4.620858689317373,27.594439786204042,696.8746715190227,35.062866971588775,8.213056130103869,1.55,0.0,0.3815471164086045,0.5151768456873248,0.2875942832008698,1.1087191496478823,6244.576616455001,102.81087940289184,0.0,0.0,0.0,0.0,0.0,53.50910991727093,128.8048999995226,176.47320000105537,1.4545454545454546,1.7024793388429753,0.11013368804484713,0.6672212978369384,0.6672212978369384,0.0,0.0,,0.0,0.0,0.0,final_runtime,,,,,,,,,,
D_adaptive,sensor_dropout,12026.0,10.87861849884137,5.046833635294963,30.155285249933133,705.1242052676912,35.062866971588775,13.074634195180295,2.69,0.0,1.4644417598745456,2.3772488913876497,4.260999311001743,2.934504738544206,6778.504349617773,136.79531942041706,0.0,0.0,0.0,0.0,0.0,67.74177024816115,127.71819999761647,187.35379999998258,1.7355371900826446,2.1404958677685952,0.31418046825702817,0.6672212978369384,0.6672212978369384,0.0,0.0,,0.8169717138103162,0.009983361064891847,0.0,final_runtime,,,,,,,,,,
B_plain_MPC,sensor_drift,12026.0,11.582406817370327,7.362162338781311,44.027576134984855,799.7418639278172,35.06286697158898,7.970304983537813,1.54,0.0,5.099940989852852,17.72998341181054,103.91010393017115,8.803904218165687,5357.275846276357,144.85489763978646,0.0,0.0,0.0,0.0,0.0,89.525722314061,156.84000000328524,189.00420000136364,2.15702479338843,2.768595041322314,2.364183818379921,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,final_runtime,,,,,,,,,,
C_sensor_MPC,sensor_drift,12026.0,11.582406817370327,7.362162338781311,44.027576134984855,799.7418639278172,35.06286697158898,7.970304983537813,1.54,0.0,5.099940989852852,17.72998341181054,103.91010393017115,8.803904218165687,5357.275846276357,144.85489763978646,0.0,0.0,0.0,0.0,0.0,89.47185041318689,151.75850000377977,205.74040000064997,2.15702479338843,2.768595041322314,2.364183818379921,0.009983361064891847,0.009983361064891847,1.0,0.0,,0.0,0.0,0.0,final_runtime,,,,,,,,,,
D_adaptive,sensor_drift,12026.0,11.602414405361403,7.460653379009356,44.61958733658338,802.5311449757926,35.06286697158898,11.371333809427,1.67,0.0,5.102047403312142,17.737802047085175,103.99309890747394,8.787894252569753,5474.022556124187,149.96424245810104,0.0,0.0,0.0,0.0,0.0,87.41097933899472,154.83600000152364,205.1770999969449,2.1404958677685952,2.6611570247933884,2.3816694306877686,0.009983361064891847,0.009983361064891847,1.0,0.0,,0.12146422628951747,0.0,0.0,final_runtime,,,,,,,,,,
B_plain_MPC,parameter_variation,12026.0,10.816338654886378,4.737550164141207,28.293907465742944,697.0011820986311,35.062866971588775,7.947954042559806,1.54,0.0,0.6453596817003346,1.9056858755672537,1.2507872653962289,0.867005108813494,7763.929271482504,128.80768414221168,0.0,0.0,0.0,0.0,0.0,85.94746611582323,139.47490000282414,159.52660000039032,2.1983471074380163,2.8264462809917354,0.18370822251234387,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,final_runtime,,,,,,,,,,
C_sensor_MPC,parameter_variation,12026.0,10.816338654886378,4.737550164141207,28.293907465742944,697.0011820986311,35.062866971588775,7.947954042559806,1.54,0.0,0.6453596817003346,1.9056858755672537,1.2507872653962289,0.867005108813494,7763.929271482504,128.80768414221168,0.0,0.0,0.0,0.0,0.0,90.45959999945981,150.39769999566488,168.68000000249594,2.1983471074380163,2.8264462809917354,0.18370822251234387,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,final_runtime,,,,,,,,,,
D_adaptive,parameter_variation,12026.0,10.840616290877408,4.890105411990535,29.210724229173756,700.161056863322,35.062866971588775,11.358953960290725,1.67,0.0,0.6475561136768963,1.9108050721670362,1.2592778515333398,0.8666588390615857,7891.154760499627,131.19503050629262,0.0,0.0,0.0,0.0,0.0,89.75129917325079,138.55060000059893,171.12689999339636,2.074380165289256,2.8016528925619837,0.17517946529378747,0.0,0.0,0.0,0.0,,0.16638935108153077,0.0,0.0,final_runtime,,,,,,,,,,
B_plain_MPC,combined_fault_load,12026.0,11.161734179561405,6.3135458547783045,37.75042067581279,742.5545791230551,35.06286697159702,6.132553735876444,1.46,,3.980265916938184,11.560936655806017,47.613781411111276,6.366803653211559,7863.644335625777,173.06956825573732,0.0,0.0,0.0,0.0,0.0,86.16888760328091,144.55399999860674,183.76569999963976,2.1735537190082646,2.7107438016528924,0.26761893632739486,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,final_runtime,,,,,,,,,,
C_sensor_MPC,combined_fault_load,12026.0,13.604150980851673,9.77702561730314,58.50501999952387,1104.8863441182489,35.06286697159702,6.132553735876444,1.46,,11.688403909355175,32.315535979517094,409.94554640630497,15.980792093600847,6058.492216373025,93.36844530321751,0.0,0.0,0.0,0.0,0.0,60.11902066108805,138.7756000040099,186.4447999978438,1.5702479338842976,1.9256198347107438,2.005351506318025,0.5008319467554077,0.5008319467554077,0.0,0.0,,0.0,0.0,0.0,final_runtime,,,,,,,,,,
D_adaptive,combined_fault_load,12026.0,13.62545700956521,10.006152232482481,59.88205751408125,1108.3726448393738,35.06286697159702,8.67700292743915,2.06,,11.688699950611982,32.31722621941734,409.9659075525956,15.983480627692103,6303.452903043916,101.42312050483972,0.0,0.0,0.0,0.0,0.0,56.266727272569284,123.12559999554651,150.5003000056604,1.4545454545454546,1.6859504132231404,2.0329822962979236,0.5008319467554077,0.5008319467554077,0.0,0.0,,0.19633943427620631,0.0,0.0,final_runtime,,,,,,,,,,
B_plain_MPC,nominal_tracking,12027.0,10.809553138777511,4.517506843944034,26.97487350918267,696.122075272836,35.06286697159596,8.267166298576791,1.55,1.55,10.809553138777511,26.97487350918267,696.122075272836,35.06286697159596,6253.412462171621,139.75254015620817,0.0,0.0,0.0,0.0,0.0,106.61400082650545,179.94570000155363,242.95839999831514,2.1818181818181817,2.793388429752066,0.46646924733110495,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,final_runtime,,,,,,,,,,
C_sensor_MPC,nominal_tracking,12027.0,10.809476294586625,4.5143981899352665,26.956192214554846,696.112091113503,35.06286697159596,8.267166298576791,1.55,1.55,10.809476294586625,26.956192214554846,696.112091113503,35.06286697159596,6242.944992767456,139.1728815933194,0.0,0.0,0.0,0.0,0.0,58.42434380190016,92.04809999937424,146.82670000183862,2.2231404958677685,2.7768595041322315,0.46399999433045735,0.0016638935108153079,0.0016638935108153079,0.0,0.0,,0.0,0.0,0.0,final_runtime,,,,,,,,,,
D_adaptive,nominal_tracking,12027.0,10.831287525369266,4.627585490322847,27.636448209787087,698.9488814379833,35.06286697159596,11.59430413190295,1.68,1.68,10.831287525369266,27.636448209787087,698.9488814379833,35.06286697159596,6334.84419588964,144.35309504820214,0.0,0.0,0.0,0.0,0.0,63.53150743793663,109.54329999367474,156.579900001816,2.2479338842975207,2.84297520661157,0.46357114867331006,0.0016638935108153079,0.0016638935108153079,0.0,0.0,,0.06821963394342762,0.0016638935108153079,0.0,final_runtime,,,,,,,,,,
B_plain_MPC,step_reference,12027.0,7.053641666200994,3.7296348975708136,22.315092967429717,297.0207031059531,20.06286697158907,3.7747644269330216,0.71,0.71,7.053641666200994,22.315092967429717,297.0207031059531,20.06286697158907,7115.806417332449,154.28304833686934,0.0,0.0,0.0,0.0,0.0,54.5297123967768,88.74220000143396,113.74589999468299,2.1404958677685952,2.628099173553719,0.08780518912838886,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,final_runtime,,,,,,,,,,
C_sensor_MPC,step_reference,12027.0,7.053641666200994,3.7296348975708136,22.315092967429717,297.0207031059531,20.06286697158907,3.7747644269330216,0.71,0.71,7.053641666200994,22.315092967429717,297.0207031059531,20.06286697158907,7115.806417332449,154.28304833686934,0.0,0.0,0.0,0.0,0.0,55.22342396718219,95.61760000360664,164.2610000053537,2.1404958677685952,2.628099173553719,0.08780518912838886,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,final_runtime,,,,,,,,,,
D_adaptive,step_reference,12027.0,7.053641666200994,3.7296348975708136,22.315092967429717,297.0207031059531,20.06286697158907,3.7747644269330216,0.71,0.71,7.053641666200994,22.315092967429717,297.0207031059531,20.06286697158907,7115.806417332449,154.28304833686934,0.0,0.0,0.0,0.0,0.0,76.18423471117127,161.47759999876143,196.7635999972117,2.1404958677685952,2.628099173553719,0.08780518912838886,0.0,0.0,0.0,0.0,,0.03494176372712146,0.0033277870216306157,0.0,final_runtime,,,,,,,,,,
B_plain_MPC,changing_reference,12027.0,7.186841386545095,4.240781699959281,25.386317667230742,308.420519794222,20.062866971588775,37.452931602250246,0.7599999999999998,0.7599999999999998,7.186841386545095,25.386317667230742,308.420519794222,20.062866971588775,6634.343368151303,206.73992823684586,0.0,0.0,0.0,0.0,0.0,75.35234628148302,159.98019999824464,212.50639999925625,1.9008264462809918,2.2975206611570247,1.6801098269131174,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,final_runtime,,,,,,,,,,
C_sensor_MPC,changing_reference,12027.0,7.186841386545095,4.240781699959281,25.386317667230742,308.420519794222,20.062866971588775,37.452931602250246,0.7599999999999998,0.7599999999999998,7.186841386545095,25.386317667230742,308.420519794222,20.062866971588775,6634.343368151303,206.73992823684586,0.0,0.0,0.0,0.0,0.0,86.1121107440385,169.90010000154143,218.20470000238856,1.9008264462809918,2.2975206611570247,1.6801098269131174,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,final_runtime,,,,,,,,,,
D_adaptive,changing_reference,12027.0,7.210805608701077,4.397983130092193,26.33019269081113,310.49369386816153,20.062866971588775,37.452931602250246,1.33,1.33,7.210805608701077,26.33019269081113,310.49369386816153,20.062866971588775,6755.135048023204,206.21712718243853,0.0,0.0,0.0,0.0,0.0,78.00311652843914,153.43620000203373,229.1618999952334,1.859504132231405,2.1735537190082646,3.6180513324659636,0.0,0.0,0.0,0.0,,0.24126455906821964,0.024958402662229616,0.0,final_runtime,,,,,,,,,,
B_plain_MPC,load_disturbance,12027.0,10.819833357062672,4.778915400132606,28.54263020872774,697.4557847207591,35.06286697159437,7.105676787546043,1.51,0.0,0.8670316419733706,2.4782755295433088,2.2600822213830307,1.707821635014696,8296.630976046768,138.80219477381414,0.0,0.0,0.0,0.0,0.0,80.86157851255487,152.6910999964457,249.54599999909988,2.256198347107438,2.743801652892562,0.4370225277730171,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,final_runtime,,,,,,,,,,
C_sensor_MPC,load_disturbance,12027.0,10.819833357062672,4.778915400132606,28.54263020872774,697.4557847207591,35.06286697159437,7.105676787546043,1.51,0.0,0.8670316419733706,2.4782755295433088,2.2600822213830307,1.707821635014696,8296.630976046768,138.80219477381414,0.0,0.0,0.0,0.0,0.0,75.16814958721963,132.60099999752128,178.3272000029683,2.256198347107438,2.743801652892562,0.4370225277730171,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,final_runtime,,,,,,,,,,
D_adaptive,load_disturbance,12027.0,10.83205255587724,4.884753638309659,29.17871012894792,699.0458310619393,35.06286697159437,9.393976402525043,1.59,0.0,0.8800237210410407,2.522258134553371,2.328368572763191,1.7229971918999354,8371.948923756288,127.26040491896886,0.0,0.0,0.0,0.0,0.0,78.58941157015083,149.999300003401,180.08439999539405,2.165289256198347,2.7768595041322315,0.4696664335339875,0.0,0.0,0.0,0.0,,0.2096505823627288,0.0,0.0,final_runtime,,,,,,,,,,
B_plain_MPC,sensor_noise,12027.0,10.849104491885697,4.971671200591084,29.704267956426925,701.2703950304673,35.06286697158948,8.993798898614113,1.56,0.0600000000000005,1.4670664365536734,2.3689081073862197,4.285334577584624,3.14782961451494,6977.30369814297,277.2157959858708,0.0,0.0,0.0,0.0,0.0,66.52103223145674,117.43909999495372,148.19300000090152,2.256198347107438,2.5950413223140494,1.2821331345535185,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,final_runtime,,,,,,,,,,
C_sensor_MPC,sensor_noise,12027.0,10.811218279040128,4.577172388348375,27.331960080736312,696.3377869456403,35.06286697158948,8.479992075136806,1.56,0.0,0.23937061574925486,0.3981232188007855,0.11412628998921995,0.6178549912774827,6124.526844913822,90.30697451943206,0.0,0.0,0.0,0.0,0.0,45.419481817935015,91.5545999960159,169.02060000575148,1.396694214876033,1.5950413223140496,0.09826070231958539,0.6655574043261231,0.6655574043261231,0.0,0.0,,0.0,0.0,0.0,final_runtime,,,,,,,,,,
D_adaptive,sensor_noise,12027.0,10.828419864796095,4.683331135395679,27.969756888390222,698.5747559895353,35.06286697158948,11.024337896375707,1.6500000000000001,0.0,0.3052006616088999,0.4812847856034163,0.18093809853428963,0.9983962388493381,6215.147878596452,93.73401100677718,0.0,0.0,0.0,0.0,0.0,64.11911900837623,157.945999999356,480.0665000002482,1.4462809917355373,1.677685950413223,0.10929684704677811,0.6655574043261231,0.6655574043261231,0.0,0.0,,0.03494176372712146,0.0,0.0,final_runtime,,,,,,,,,,
B_plain_MPC,bias_5,12027.0,10.93880705164903,5.4368773096066,32.4998726045137,713.0164577483998,35.062866971588775,7.947527499590024,1.54,0.20999999999999996,2.7720303070609145,5.097387299870838,15.3240398807049,3.902434251802749,6449.246248302302,205.04737206166374,0.0,0.0,0.0,0.0,0.0,60.87861487616435,94.3044999949052,114.36239999602549,2.190082644628099,2.727272727272727,0.2988937626883157,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,final_runtime,,,,,,,,,,
C_sensor_MPC,bias_5,12027.0,10.810238693975137,4.60697932147878,27.510710456667095,696.2101770482109,35.062866971588775,7.947527499590024,1.54,0.0,0.2985500462862294,0.5197160587713885,0.17787196034551336,0.6408471446777995,6099.959247098399,86.6717592848247,0.0,0.0,0.0,0.0,0.0,36.347658677502395,81.49119999870891,97.60890000325162,1.487603305785124,1.743801652892562,0.1354410610608383,0.6672212978369384,0.6672212978369384,0.0,0.0,,0.0,0.0,0.0,final_runtime,,,,,,,,,,
D_adaptive,bias_5,12027.0,10.87221760954284,4.829363254692439,28.847593216452438,704.2870388149371,35.062866971588775,15.573799180954618,1.77,0.0,0.5215444184950402,0.693140823547447,0.5345993964470509,1.3713426704953733,6396.450314314179,103.1511512099685,0.0,0.0,0.0,0.0,0.0,52.814075206096135,154.34699999605073,175.4434999966179,1.5041322314049588,1.7272727272727273,0.10156545854892585,0.6672212978369384,0.6672212978369384,0.0,0.0,,0.0066555740432612314,0.033277870216306155,0.0,final_runtime,,,,,,,,,,
B_plain_MPC,bias_15,12027.0,11.869448715311925,7.358491413497179,44.04902486750698,840.5866632405077,35.062866971599945,7.082559360473998,1.51,0.46999999999999975,7.842453252158956,14.171488372576293,122.60968783036417,10.452613979512648,6540.79056494115,217.38522668885832,0.0,0.0,0.0,0.0,0.0,54.02622148768605,101.4668999996502,141.6624000048614,2.1322314049586777,2.4297520661157024,1.1002078786433174,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,final_runtime,,,,,,,,,,
C_sensor_MPC,bias_15,12027.0,10.806691605394787,4.592972837461588,27.426777476203483,695.749555114653,35.062866971599945,7.082559360473998,1.51,0.0,0.3204181518192612,0.585666715992174,0.20433617675588758,0.5384775025745938,6062.888736539166,86.46258348994151,0.0,0.0,0.0,0.0,0.0,34.9072107434521,79.53710000583669,107.37779999908525,1.43801652892562,1.6611570247933884,0.10922121724399148,0.6672212978369384,0.6672212978369384,0.0,0.0,,0.0,0.0,0.0,final_runtime,,,,,,,,,,
D_adaptive,bias_15,12027.0,10.841283767536863,4.768427254043427,28.481636679110025,700.2504175667895,35.062866971599945,12.466291367899995,1.68,0.0,0.41573990555750917,0.6670268868861755,0.33510640117025103,1.4086716788256695,6278.24722260926,99.53239791879182,0.0,0.0,0.0,0.0,0.0,38.178166115756554,87.50940000027185,164.08919999958016,1.4462809917355373,1.7272727272727273,0.10614993987857702,0.6672212978369384,0.6672212978369384,0.0,0.0,,0.03993344425956739,0.013311148086522463,0.0,final_runtime,,,,,,,,,,
